,Rating,Title,Review
586,5.0,Wonderful,iPhone means DSLR like pictureREAD MORE
587,5.0,Just wow!,GoodREAD MORE
588,5.0,Brilliant,No talks just aswamREAD MORE
589,5.0,Must buy!,Thank youREAD MORE
590,5.0,Great product,GoodREAD MORE
591,5.0,Brilliant,Love ❤️READ MORE
592,5.0,Best in the market!,AwesomeREAD MORE
593,5.0,Excellent,ExcellentREAD MORE
594,5.0,Awesome,Dream come true 🤍🎀READ MORE
595,5.0,Highly recommended,NiceREAD MORE
596,5.0,Mind-blowing purchase,So it is my first iphone and I ordered it online .. i was a bit unsure how the product would come but honestly it got delivered before the estimated time . Totally happy with the phone and delivery 🚚READ MORE
597,4.0,Good quality product,GoodREAD MORE
598,5.0,Excellent,Amazing deviceREAD MORE
599,5.0,Classy product,Loved ❤️READ MORE
600,4.0,Worth the money,Camera and performance just superbbREAD MORE
601,5.0,Highly recommended,Super productREAD MORE
602,5.0,Very Good,Super Amazing phone. As expected. Love it the design and the unique Colour.READ MORE
603,4.0,Worth the money,Good qualityREAD MORE
604,5.0,Highly recommended,GoodREAD MORE
605,4.0,Good quality product,Looks of iphn 13 were good. Its just few mm more wider than 13. Not too much change from iphn 13READ MORE
606,5.0,Mind-blowing purchase,"Camera, display, performance great but biggest positive battery backup- AmazingREAD MORE"
607,5.0,Classy product,"The product is just amazing, the outer packaging was little poor but overall I got the product in very well condition.Thanks Flipkart for this,one thing to say starlight is the best and most attractive colour in this series the looks is great.This mobile is so beautiful, so elegant, just looking like a WOW 😍READ MORE"
608,5.0,Awesome,Go for itREAD MORE
609,5.0,Great product,SuperbREAD MORE
610,5.0,Must buy!,Excellent phone working well .The delivery by flipcart is excellent and smoothREAD MORE
611,4.0,Value-for-money,"It like other apple smartphone, best camera for video recording. It also protect our data from third party apps.READ MORE"
612,5.0,Wonderful,"It is really good. I have been using this iPhone for 3 months, everything is working goodREAD MORE"
613,5.0,Must buy!,ExcellentREAD MORE
614,4.0,Worth the money,"One of the best phone, just go for it..Thank you Flipkart :)READ MORE"
615,5.0,Fabulous!,AwsmREAD MORE
616,5.0,Just wow!,"Phone is amazing, I really appreciate this productCamera quality , design , screen and overall performance is great 👍READ MORE"
617,5.0,Terrific,GoodREAD MORE
618,3.0,Just okay,Best camer and look this phoneREAD MORE
619,5.0,Wonderful,GoodREAD MORE
620,5.0,Simply awesome,EXCELLENTREAD MORE
621,5.0,Terrific,Cool device thank you flipkartREAD MORE
622,5.0,Awesome,Awesome 😎😎READ MORE
623,5.0,Terrific,Good price 💝💝READ MORE
624,3.0,Does the job,This is not for poor peopleREAD MORE
625,5.0,Fabulous!,Nice product.READ MORE
626,5.0,Great product,Overall good experience but battery little need improvementREAD MORE
627,5.0,Simply awesome,Awesome PhoneREAD MORE
628,5.0,Terrific,"I am purchase iPhone 14 at your store, your rate is best thankyou so muchREAD MORE"
629,5.0,Worth every penny,Good productREAD MORE
630,5.0,Great product,You can go for it if u love apple . everything is perfect in this price range and u will see how  IOS handles day to day task effectivelyREAD MORE
631,5.0,Super!,GoodREAD MORE
632,5.0,Wonderful,Nice productREAD MORE
633,5.0,Awesome,Gud phn thx flipkartREAD MORE
634,5.0,Wonderful,Very nice productThanks to flipcart familyREAD MORE
635,5.0,Highly recommended,NiceREAD MORE
636,5.0,Excellent,Nice Mobile thanks Flipkart for best deleveryREAD MORE
637,5.0,Worth every penny,Love my phoneREAD MORE
638,5.0,Excellent,GoodREAD MORE
639,5.0,Simply awesome,Nice 👍👍👍👍👍READ MORE
640,5.0,Excellent,Just wowREAD MORE
641,5.0,Great product,NiceREAD MORE
642,5.0,Terrific purchase,GoodREAD MORE
643,5.0,Terrific,Good phoneREAD MORE
644,5.0,Fabulous!,AwesomeREAD MORE
645,5.0,Perfect product!,It's awesome 👍READ MORE
646,5.0,Awesome,Very goodREAD MORE
647,5.0,Great product,Amazing as usual. AppleREAD MORE
648,5.0,Awesome,GoodREAD MORE
649,5.0,Highly recommended,Overall good mobile...READ MORE
650,5.0,Highly recommended,Superb product.READ MORE
651,5.0,Worth every penny,Amazing productREAD MORE
652,5.0,Super!,GoodREAD MORE
653,5.0,Super!,So beautiful so elegant just looking like a wow ❤️❤️❤️❤️READ MORE
654,4.0,Value-for-money,SuperbREAD MORE
655,4.0,Delightful,Allower good but you know IPhones Battery 😐READ MORE
656,5.0,Terrific purchase,Totally value of moneyREAD MORE
657,5.0,Brilliant,FabulousREAD MORE
658,5.0,Super!,WowREAD MORE
659,5.0,Highly recommended,Love itREAD MORE
660,5.0,Best in the market!,Great productREAD MORE
661,5.0,Terrific,Very happyREAD MORE
662,5.0,Awesome,Nice experience 😉😁READ MORE
663,4.0,Wonderful,Compact in size and excellent battery performanceREAD MORE
664,5.0,Terrific,Delivery service is to good .....and product is also good 😊READ MORE
665,4.0,Really Nice,Nice features but look wise I dont like.READ MORE
666,4.0,Delightful,"Nice and smooth,READ MORE"
667,4.0,Good quality product,Nice peoductREAD MORE
668,3.0,Good,Battery heating problemREAD MORE
669,5.0,Worth every penny,OkREAD MORE
670,5.0,Mind-blowing purchase,Good product apple is the best and original mobile by flipkartREAD MORE
671,5.0,Terrific purchase,OkREAD MORE
672,5.0,Wonderful,My first I phone love ❤️ itREAD MORE
673,4.0,Nice product,Good product nice experience thanks flipkart for the productREAD MORE
674,5.0,Worth every penny,It's a powerful phone with loaded features and many more. 🤩READ MORE
675,5.0,Worth every penny,niceREAD MORE
676,4.0,Very Good,God level device for bgmi and pubgREAD MORE
677,5.0,Classy product,gooodREAD MORE
678,5.0,Perfect product!,So niceREAD MORE
679,5.0,Good,Camera is awesome battery backup is also good overall performance excellentREAD MORE
680,5.0,Mind-blowing purchase,Pocket DynamoREAD MORE
681,5.0,Classy product,Pretty af 🥺❤READ MORE
682,5.0,Awesome,I am happyREAD MORE
683,5.0,Awesome,Awesome product from AppleREAD MORE
684,5.0,Awesome,Best photoREAD MORE
685,5.0,Just wow!,Ak's phoneREAD MORE
686,5.0,Simply awesome,Best phone at a good deal price.Pros:1. Best Camera you get.2. Good battery life.3. Super smooth UI4. Fast processing no lag at all5. Ecosystem is the next best thing in this.Cons:1. No USB C port2. Like phone accessories is also costly.3. No charger in the box.READ MORE
687,5.0,Excellent,Latest productREAD MORE
688,5.0,Terrific purchase,I happy with the product 🎉🥳READ MORE
689,3.0,Just okay,"The phone is highly overrated. It is heating too much, even while doing some light to medium use and while using outside home it absorbs heat and gets heated in leas than 10 minutes.READ MORE"
690,5.0,Excellent,Super 😊😊😊READ MORE
691,5.0,Mind-blowing purchase,Very goodREAD MORE
692,5.0,Wonderful,This is such a nice productREAD MORE
693,5.0,Brilliant,Super coolREAD MORE
694,5.0,Super!,Good productREAD MORE
695,5.0,Highly recommended,Good luckREAD MORE
696,5.0,Brilliant,Love it my dream come trueREAD MORE
697,5.0,Terrific,It is a good product on this price. First time I have using IPhone and feeling good to using.READ MORE
698,5.0,Super!,Look like wow 😘READ MORE
699,5.0,Terrific purchase,No doubt bestREAD MORE
700,5.0,Worth every penny,All over great phone after 3 month use.👍👍READ MORE
701,5.0,Excellent,Good product.😊READ MORE
702,5.0,Awesome,"its iphone 14, genuinely the product is good.😊READ MORE"
703,5.0,Simply awesome,Fantastic 😍READ MORE
704,5.0,Super!,Best iphone14READ MORE
705,5.0,Just wow!,best productREAD MORE
706,5.0,Excellent,Need to improveREAD MORE
707,5.0,Super!,There are changes from the older generation iPhone 13 it is felt in the ram management and much more areas Simply the best IPhone for the priceREAD MORE
708,5.0,Perfect product!,bestREAD MORE
709,5.0,Perfect product!,What a great set of speakers🙌🥶READ MORE
710,3.0,Nice,Typing issuesREAD MORE
711,5.0,Worth every penny,Good qualityREAD MORE
712,5.0,Perfect product!,Excellent phoneREAD MORE
713,3.0,Just okay,OkayREAD MORE
714,4.0,Delightful,GoodREAD MORE
715,5.0,Terrific purchase,Absolutely fineREAD MORE
716,4.0,Nice product,GoodREAD MORE
717,5.0,Terrific purchase,"The iPhone 14 exceeds expectations with its sleek design, impressive camera enhancements, and lightning-fast performance. The vibrant display and innovative features make it a top-tier choice for tech enthusiasts. Apple continues to set the bar high with the iPhone 14, delivering a seamless and enjoyable user experience. Camera quality is top notch and battery backup is really good as well. Received the product in one day only, thanks to Flipkart.READ MORE"
718,5.0,Worth every penny,GoodREAD MORE
719,5.0,Super!,Special thanks to Flipkart there provided me genuine iPhone 14READ MORE
720,5.0,Wonderful,"Love this one , go for itOr either go for pixel 7 pro As per your budgetREAD MORE"
721,5.0,Classy product,Highly recommended It's 100% original product. I really love it for ur huge discount.Thanks flipkart ✌🏻READ MORE
722,5.0,Just wow!,GoodREAD MORE
723,5.0,Fabulous!,As usual the name and brand of Apple but after manufacturing in India it's really awesome...READ MORE
724,5.0,Excellent,NiceREAD MORE
725,5.0,Super!,Very nice product delivered. ThanksREAD MORE
726,5.0,Excellent,"No doubt about security and UI,But,, battery capacity very lowREAD MORE"
727,5.0,Excellent,NycREAD MORE
728,5.0,Super!,World Know About This 😂READ MORE
729,5.0,Mind-blowing purchase,Happy with my purchaseREAD MORE
730,4.0,Wonderful,Good 😊READ MORE
731,3.0,Does the job,Not satisfiedREAD MORE
732,5.0,Terrific,Awesome Fantastic 🥰READ MORE
733,5.0,Must buy!,Battery will be better. After using for 4 months a very good experience by iosREAD MORE
734,5.0,Brilliant,GoodREAD MORE
735,5.0,Wonderful,Awesome.READ MORE
736,5.0,Wonderful,Nyc camra and good looking ❤️❣️✌️READ MORE
737,5.0,Highly recommended,Awesome phoneREAD MORE
738,4.0,Really Nice,Very Good Product 💫 Must Buy 🥰READ MORE
739,4.0,Good quality product,GoodREAD MORE
740,5.0,Great product,Best products🤍READ MORE
741,5.0,Mind-blowing purchase,"Performance is best , camera is good , working smoothly,  battery backup is not good.READ MORE"
742,5.0,Just wow!,It is amazing. Thanks Flipkart for such amazing deal for iPhone 14READ MORE
743,5.0,Worth every penny,GoodREAD MORE
744,5.0,Worth every penny,Great Experience ❤️ Delivery was nice 👌🏻READ MORE
745,5.0,Highly recommended,Overall phone performance is goodREAD MORE
746,5.0,Simply awesome,Extraordinary. Just go for it..READ MORE
747,5.0,Must buy!,Fantastic productREAD MORE
748,5.0,Brilliant,Nice 👍👍READ MORE
749,3.0,Just okay,GoodREAD MORE
750,5.0,Excellent,ExcellentREAD MORE
751,5.0,Perfect product!,Happy to buy this mobileREAD MORE
752,3.0,Good but Over-priced,Its good but seems to be over-priced. Apple should reduce the cost. Else everything is good in this phone.READ MORE
753,5.0,Worth every penny,ExcellentREAD MORE
754,5.0,Simply awesome,Very good product and priceMust buy Too qualityREAD MORE
755,5.0,Just wow!,NiceREAD MORE
756,5.0,Simply awesome,Original product with good conditionREAD MORE
757,4.0,Wonderful,the best battery everything greatREAD MORE
758,3.0,Good,"This is a very good mobile, only the battery lasts very less, the rest of the camera is very good, if you want a good camera then you can buy it.READ MORE"
759,5.0,Fabulous!,i love it so much i just wanna say i love it 💖READ MORE
760,5.0,Excellent,Good product at a very good price(expensive)READ MORE
761,5.0,Mind-blowing purchase,best cameraREAD MORE
762,5.0,Worth every penny,Really osm.READ MORE
763,5.0,Just wow!,All wellREAD MORE
764,5.0,Wonderful,Good experience 😎READ MORE
765,4.0,Nice product,Good phoneREAD MORE
766,5.0,Perfect product!,Very goodREAD MORE
767,3.0,Does the job,BestREAD MORE
768,5.0,Highly recommended,Iphone is always best nobody can compareREAD MORE
769,5.0,Highly recommended,THANKS Flipkart For Genuine Product I Checked It And It's Brand New Phone! No Scam!READ MORE
770,5.0,Highly recommended,Excellent product performanceREAD MORE
771,5.0,Highly recommended,ExcellentREAD MORE
772,5.0,Perfect product!,Everything is best awesome productREAD MORE
773,5.0,Classy product,"Thank you flipkart for on time delivery, Apple phones are very much good, iphone 14 is so good, I love❤ it,READ MORE"
774,5.0,Simply awesome,Best oneREAD MORE
775,5.0,Mind-blowing purchase,Awesome as usREAD MORE
776,5.0,Super!,Great I phone 14READ MORE
777,5.0,Fabulous!,Excellent phone.READ MORE
778,5.0,Mind-blowing purchase,Same to photo very fast delivery and delivery boy is goodREAD MORE
779,5.0,Super!,It's awesome.......tooo fantasticREAD MORE
780,5.0,Terrific,Very good 👍READ MORE
781,4.0,Really Nice,BestREAD MORE
782,5.0,Super!,full Paisa Vasool but battery some time not upto the mark but goodREAD MORE
783,5.0,Super!,Wow wow wowREAD MORE
784,5.0,Best in the market!,Best phone in the worldREAD MORE
785,5.0,Awesome,NiceREAD MORE
786,3.0,Does the job,Some time facing heating issue. ( apart from durring charging)READ MORE
787,4.0,Really Nice,Thnx 👍🏿READ MORE
788,5.0,Excellent,Its very good product and very smart features and more features. I phone swag😍😁READ MORE
789,5.0,Classy product,Very nice photos.READ MORE
790,4.0,Very Good,Nice phoneREAD MORE
791,5.0,Best in the market!,Good job AppleREAD MORE
792,5.0,Just wow!,Vivo X / Samsung S series best optionREAD MORE
793,5.0,Mind-blowing purchase,GoodREAD MORE
794,5.0,Worth every penny,SuperREAD MORE
795,5.0,Must buy!,NiceREAD MORE
796,5.0,Super!,All goodREAD MORE
797,5.0,Wonderful,NiceREAD MORE
798,5.0,Must buy!,NiceREAD MORE
799,5.0,Classy product,Very goodREAD MORE
800,5.0,Simply awesome,Very good product and priceMust buy Too qualityREAD MORE
801,4.0,Worth the money,Very goodREAD MORE
802,5.0,Worth every penny,GoodREAD MORE
803,5.0,Terrific,ExcellentREAD MORE
804,5.0,Just wow!,Really amazing ❤️READ MORE
805,5.0,Great product,Apple always rocka and we chinese mobile are shockedREAD MORE
806,3.0,Fair,Performane good but battery health problem 😂🤣READ MORE
807,5.0,Excellent,Superb worth the moneyREAD MORE
808,5.0,Excellent,100% Original and genuine product.Thank you Flipkart.READ MORE
809,5.0,Super!,Good productREAD MORE
810,5.0,Just wow!,ThanksREAD MORE
811,5.0,Super!,Nice pice of tech❤️READ MORE
812,5.0,Wonderful,"As usual iPhone rocks at its performance and quality.   But while exchanging the old phone, the delivery person doesn't know how to test the phone properly.READ MORE"
813,4.0,Really Nice,Good productREAD MORE
814,5.0,Fabulous!,GoodREAD MORE
815,5.0,Highly recommended,Awesome products This is the first time to I moving android to iOS that is a great experienceREAD MORE
816,5.0,Wonderful,Amazing product good prformence I want to pick up this phone is 55kREAD MORE
817,4.0,Good choice,Its smooth and camera was good Loved itREAD MORE
818,4.0,Value-for-money,GoodREAD MORE
819,5.0,Simply awesome,The Best Deal Ever .....happyREAD MORE
820,5.0,Simply awesome,SuperREAD MORE
821,5.0,Simply awesome,Nice phoneREAD MORE
822,5.0,Terrific,Good Experience 👍🏻READ MORE
823,5.0,Pretty good,GoodREAD MORE
824,5.0,Brilliant,iPhone is iphoneREAD MORE
825,3.0,Does the job,"Good, but battery health issue.My phone battery health drop to 99 percent in just 1 month of use .READ MORE"
826,4.0,Delightful,GoodREAD MORE
827,5.0,Must buy!,AwesomeREAD MORE
828,5.0,Terrific purchase,NiceREAD MORE
829,5.0,Super!,Nice 👍READ MORE
830,5.0,Mind-blowing purchase,nycREAD MORE
831,5.0,Super!,I was Confused between 13/14 but thankfully i made the right choice worth every pennyP.S-its my first iphone 😀READ MORE
832,5.0,Simply awesome,Good productREAD MORE
833,5.0,Highly recommended,Product is genuine and real oneREAD MORE
834,5.0,Super!,Nice phoneREAD MORE
835,3.0,Just okay,Good oneREAD MORE
836,5.0,Perfect product!,Best ProductREAD MORE
837,5.0,Just wow!,I phone 14 super 💯🔥READ MORE
838,5.0,Terrific,Primium brand with great quality and best priceREAD MORE
839,4.0,Good choice,Very good product iPhone my second is booking iPhone 15READ MORE
840,5.0,Terrific,Very good productREAD MORE
841,5.0,Simply awesome,GudREAD MORE
842,5.0,Worth every penny,So nice and worth full really liked itREAD MORE
843,4.0,Good quality product,Good product but expensiveREAD MORE
844,5.0,Perfect product!,GoodREAD MORE
845,4.0,Nice product,"Happy with the product, and priceREAD MORE"
846,5.0,Mind-blowing purchase,Nice 👌👌READ MORE
847,4.0,Very Good,Nice phoneREAD MORE
848,5.0,Terrific purchase,Almost is good but battery back not goodREAD MORE
849,5.0,Terrific,Ultimate phone with min price during big billion daysREAD MORE
850,5.0,Simply awesome,GoodREAD MORE
851,5.0,Terrific,"Great buy, very good battery backup. Camera is outstanding and photographs taken is just superb. It will take Videography to next level, cinematic shots are just out of the world. Currently best iphone available in market in budget has to be iphone 14.READ MORE"
852,4.0,Really Nice,Nice must buy itREAD MORE
853,5.0,Terrific purchase,One of the greatest phoneREAD MORE
854,4.0,Really Nice,"It's been 2 months since I bought this. Overall it is working great. Only battery is the issue. It depletes fast. Except that, it is a 5 star product.READ MORE"
855,5.0,Mind-blowing purchase,Nice oneREAD MORE
856,3.0,Decent product,Heating issue. Battery issueREAD MORE
857,5.0,Fabulous!,Thanks flipkart for amazing productI got this in sale and its really bestREAD MORE
858,5.0,Must buy!,AwesomeREAD MORE
859,4.0,Very Good,Value for moneyREAD MORE
860,5.0,Worth every penny,Next lable performanceREAD MORE
861,5.0,Brilliant,GbREAD MORE
862,5.0,Just wow!,Good phone as you all knowBattery performance coulREAD MORE
863,5.0,Just wow!,All rounder performance.READ MORE
864,5.0,Highly recommended,Camera quality is amazing. Battery can be improved.READ MORE
865,3.0,Decent product,"Bought the iPhone 14 with a lot of expectations. The phone is good performance-wise. I have been using the phone for around 2 months now. These are the current issues that i face now:1. Battery Capacity: Within 2 months of normal usage, the battery capacity went to 98% which was absolutely shocking. This was not something a customer would expect from a brand like Apple.2. Heating issues while charging: The phone gets really heated up while plugged in, especially when the phone is plugged in...READ MORE"
866,5.0,Worth every penny,Very good and original product I received. Thanks to Flipkart.READ MORE
867,5.0,Terrific,Vari nice product 👌READ MORE
868,5.0,Classy product,Simply superb. Thanks!READ MORE
869,5.0,Perfect product!,The product was very goodREAD MORE
870,5.0,Perfect product!,Awesome lookingREAD MORE
871,3.0,Good,"I ordered two iPhone (white and blue) but i don't like it. Performance and features are only ok. So, Not really goodREAD MORE"
872,5.0,Just wow!,Awesome experienceREAD MORE
873,5.0,Simply awesome,Perfect choose for people having too much MoneyREAD MORE
874,5.0,Simply awesome,Great product 💕READ MORE
875,5.0,Great product,iPhone is bestREAD MORE
876,5.0,Brilliant,Nice phoneREAD MORE
877,5.0,Mind-blowing purchase,Very nice phone. Everything is awesomeREAD MORE
878,4.0,Nice product,This is my upgrade from 11 to 14 iPhone never disappoints.. Love it ❤️❤️❤️❤️READ MORE
879,5.0,Simply awesome,Best phoneREAD MORE
880,5.0,Terrific purchase,Best quality product i love you appleREAD MORE
881,5.0,Terrific,Best deviceREAD MORE
882,5.0,Brilliant,NiceREAD MORE
883,5.0,Just wow!,Good oneREAD MORE
884,5.0,I am Very Happy to Purchase 1st time Apple iphone 14..,Fabulous..!!READ MORE
885,5.0,Mind-blowing purchase,NiceREAD MORE
886,5.0,Worth every penny,GoodREAD MORE
887,5.0,Wonderful,Best service provided by Flipkart...Fast delivery and Open box delivery 🚚.Nice Mobile.Thank you Flipkart❤️READ MORE
888,5.0,Fabulous!,Wonderful nycREAD MORE
889,5.0,Worth every penny,supabREAD MORE
890,5.0,Classy product,OkREAD MORE
891,4.0,Good quality product,Super phoneREAD MORE
892,5.0,Perfect product!,GoodREAD MORE
893,4.0,Value-for-money,AwesomeREAD MORE
894,5.0,Excellent,The only reason to buy the iPhone 14 is the Blue colorJust awesomeAnd 4k Cinematic Video is next level thingREAD MORE
895,5.0,Must buy!,i Love apple i phnREAD MORE
896,5.0,Simply awesome,excellentREAD MORE
897,4.0,Value-for-money,Overall good but battery life is average...other features are like it's brandREAD MORE
898,5.0,Fabulous!,Tq appleREAD MORE
899,5.0,Must buy!,"Loved it 💙, so smooth doesn't feel any difference between its 60hz and android's 120 hz, camera quality superb and the video too, but the battery drains little quick, no problem for normal users, it will give u one day backup, but for hvy users, it will make a little concern.READ MORE"
900,5.0,Perfect product!,GoodREAD MORE
901,4.0,Very Good,Good productREAD MORE
902,5.0,Just wow!,All rounder performance.READ MORE
903,5.0,Terrific,AwesomeREAD MORE
904,5.0,Worth every penny,Best in classREAD MORE
905,5.0,Great product,GoodREAD MORE
906,5.0,Must buy!,Super thanks flipkart 💜READ MORE
907,5.0,Perfect product!,"Bought this in BBD Sale in a very amazing price.Shifted from android to this device.Camera is top notch.Videography is on next level with cinematography mode.Battery is also pretty decent.Display and In-hand feel is out of the world, like very premium.Performance is also very impressive. Totally a worthy a device.I just love it 😻READ MORE"
908,4.0,Wonderful,"Recently transitioned from Android to iOS, lacks some features of Android as well as better at some. Nevertheless, try it once and you'll not be disappointed. Kudos to Flipkart for delivering a genuine product swiftly.READ MORE"
909,5.0,Just wow!,Good ProductREAD MORE
910,5.0,Brilliant,Yes I feel satisfied . only disatisfaction is battery. otherwise super product.READ MORE
911,5.0,Super!,Good Camera And Batery Backup goodREAD MORE
912,5.0,Simply awesome,Thank you Flipkart team ❤️❤️READ MORE
913,5.0,Highly recommended,BestREAD MORE
914,5.0,Super!,Omg this is amazing . Battery bakcup is also good. when i placed the order i was scared about the scam but thank you flipkart for not breaking my trustREAD MORE
915,5.0,Brilliant,Nice lookingREAD MORE
916,5.0,Great product,I am very happy bying this productREAD MORE
917,3.0,Just okay,GoodREAD MORE
918,5.0,Simply awesome,Nice phoneREAD MORE
919,5.0,Just wow!,After almost 2 months of usage I can say camera is awesome and 60 Hz is also very smooth. Night photos are very sharp and original. Overall nice phone to have at such price point.READ MORE
920,5.0,Great product,PerfectREAD MORE
921,5.0,Worth every penny,Fantastic phoneMy first iPhoneI love itREAD MORE
922,5.0,Brilliant,Good alwaysREAD MORE
923,4.0,Delightful,Awesome productREAD MORE
924,5.0,Great product,GreatREAD MORE
925,5.0,Super!,OkREAD MORE
926,5.0,Terrific purchase,Very nyc productREAD MORE
927,5.0,Just wow!,Excellent PurchaseREAD MORE
928,5.0,Fabulous!,Good product.READ MORE
929,4.0,Good quality product,Good qualityREAD MORE
930,4.0,Good quality product,Happy with this productREAD MORE
931,5.0,Mind-blowing purchase,ExcellentREAD MORE
932,5.0,Great product,Amazing phone 🤩READ MORE
933,5.0,Just wow!,NiceREAD MORE
934,5.0,Must buy!,GoodREAD MORE
935,5.0,Awesome,Good qualityREAD MORE
936,5.0,Mind-blowing purchase,I phone 14 nice 👍READ MORE
937,5.0,Awesome,Nice 👍❤️❤️READ MORE
938,5.0,Worth every penny,Camera quality good and phone usage gives good experienceREAD MORE
939,5.0,Perfect product!,Next level deviceREAD MORE
940,4.0,Pretty good,Best product at this price range Purchased it during Flipkart Big Billion Day Sale Fully satisfied by the phoneCamera..Performance by A15 bionic chip..Design ..Build..Quality 💯💯READ MORE
941,4.0,Worth the money,Overall Good if you get under 50k within 1.5year of it's launchREAD MORE
942,5.0,Best in the market!,OsmREAD MORE
943,3.0,Just okay,Battery health not goodREAD MORE
944,5.0,Excellent,Very niceREAD MORE
945,5.0,Perfect product!,Very niceREAD MORE
946,5.0,Wonderful,NiceREAD MORE
947,5.0,Just wow!,Superb!!READ MORE
948,5.0,Worth every penny,ExcellentREAD MORE
949,4.0,Worth the money,GoodREAD MORE
950,3.0,Just okay,Mobile is heating very frequently and quicklyREAD MORE
951,5.0,Wonderful,I am so happy 😊READ MORE
952,5.0,Fabulous!,Mostly likeREAD MORE
953,5.0,Must buy!,Very nice . Happy with this product 😎READ MORE
954,4.0,Worth the money,Nice oneREAD MORE
955,5.0,Terrific purchase,No word to say just wow👌READ MORE
956,5.0,Brilliant,its so niceREAD MORE
957,5.0,Just wow!,I love it 😻READ MORE
958,4.0,Really Nice,New wine in old bottle. The main USP is camer and the software integration. Rest its just like any other andriod phone with expensive peripherals.READ MORE
959,4.0,Worth the money,Good oneREAD MORE
960,5.0,Super!,GoodREAD MORE
961,5.0,Excellent,OkREAD MORE
962,5.0,Mind-blowing purchase,NiceREAD MORE
963,5.0,Fabulous!,Good productREAD MORE
964,5.0,Simply awesome,AmazingREAD MORE
965,5.0,Best in the market!,"I am very happy with the iPhone 14 so far. It is a great phone with a fast processor, a beautiful display, and a great camera. I am especially impressed with the new Cinematic mode and the improved low-light performance.Overall, I am very happy with my purchase from Flipkart.READ MORE"
966,4.0,Wonderful,product is fine. its design is awesome but charging capacity is so slow.READ MORE
967,5.0,Mind-blowing purchase,Amazing Mobile 📱READ MORE
968,5.0,Best in the market!,OkREAD MORE
969,5.0,Best in the market!,best product and please make the packaging more secureREAD MORE
970,5.0,Mind-blowing purchase,Must buy🥳🥳superbb product and value for moneyREAD MORE
971,5.0,Excellent,GOOD PRODUCTREAD MORE
972,5.0,Best in the market!,NiceREAD MORE
973,5.0,Mind-blowing purchase,Nice product by Apple  slightly heating problem  not that much bt overall it's good oneREAD MORE
974,3.0,Just okay,Mobile is heating very frequently and quicklyREAD MORE
975,5.0,Simply awesome,NiceREAD MORE
976,5.0,Wonderful,Good deal.READ MORE
977,5.0,Must buy!,Good productREAD MORE
978,5.0,Fabulous!,AwesomeREAD MORE
979,5.0,Terrific purchase,GoodREAD MORE
980,5.0,Must buy!,The iPhone 14 is so good it makes me want to throw my old phone out the window!! #iPhone14 #Apple #techREAD MORE
981,5.0,Excellent,"Awesome phone,love itREAD MORE"
982,5.0,Fabulous!,Camera wass Awesome 🤩 Very Smooth performanceREAD MORE
983,5.0,Worth every penny,Nice 👍 productREAD MORE
984,5.0,Fabulous!,No comments awesomeREAD MORE
985,5.0,Super!,Very good product and enjoyed itREAD MORE
986,5.0,Mind-blowing purchase,nice productREAD MORE
987,5.0,Super!,NiceREAD MORE
988,5.0,Terrific,GoodREAD MORE
989,5.0,Brilliant,ExcellentREAD MORE
990,5.0,Mind-blowing purchase,Best iPhoneREAD MORE
991,5.0,Excellent,"Awesome mobile, even after launching 15 I will recommend to go for it.READ MORE"
992,5.0,Excellent,Just awesome what would you think about this 😍READ MORE
993,5.0,Excellent,AwesomeREAD MORE
994,5.0,Mind-blowing purchase,Best mobile and well packed delivery is not good making tough to handle themREAD MORE
995,5.0,Fabulous!,AppleREAD MORE
996,4.0,Nice product,Super iPhone Good youREAD MORE
997,5.0,Just wow!,Nice phoneREAD MORE
998,5.0,Highly recommended,Worth every penny and everything that you search for in a smartphone.READ MORE
999,5.0,Highly recommended,Apple is Apple no doubt its bestREAD MORE
1000,5.0,Super!,Features goodREAD MORE
1001,5.0,Super!,okREAD MORE
1002,5.0,Highly recommended,Value for money. Premium flagshipREAD MORE
1003,5.0,Simply awesome,Very good..🥰READ MORE
1004,5.0,Fabulous!,GoodREAD MORE
1005,5.0,Super!,Loved itREAD MORE
1006,4.0,Nice,"Just after 3 days of use charging cable got Faulty although service center replaced it very promptly. Major problem found in this device is the heating issue. After updating to IOS 17, heating has been increased a lot. It was also confirmed by service center that heating issue has been noticed in IOS 14 and will be resolved after software update very soon. Although my first experience with APPLE has not been that great, stiil I feel it is good deal as my priority is camera.READ MORE"
1007,5.0,Just wow!,Good phoneREAD MORE
1008,5.0,Mind-blowing purchase,OkREAD MORE
1009,5.0,Simply awesome,Awesome product Fast delivery Thanks flipREAD MORE
1010,5.0,Highly recommended,Product is awesomeREAD MORE
1011,5.0,Perfect product!,GoodREAD MORE
1012,5.0,Super!,good oneREAD MORE
1013,5.0,Classy product,goodREAD MORE
1014,5.0,Great product,Thanks flipkart for providing amazing phone at amazing rate with fastest delivery.READ MORE
1015,5.0,Fabulous!,Best productREAD MORE
1016,4.0,Good quality product,GoodREAD MORE
1017,5.0,Simply awesome,AwesomeREAD MORE
1018,5.0,Highly recommended,Awesome......Great one.READ MORE
1019,4.0,Worth the money,It's quite phenomenaliPhone are just premium productLooks awesome am happy with this 14READ MORE
1020,5.0,Excellent,Super mobileREAD MORE
1021,5.0,Great product,East and west Apple is the bestREAD MORE
